"iso2c","country","year","SP.POP.TOTL","NY.GDP.PCAP.KD","SP.DYN.LE00.IN","SP.DYN.IMRT.IN","ST.INT.DPRT","ST.INT.ARVL","SH.MED.PHYS.ZS","SH.MED.NUMW.P3","SH.MED.BEDS.ZS","IQ.CPA.PROT.XQ","IQ.CPA.PADM.XQ","SI.POV.GINI","SH.DTH.COMM.ZS","SH.MED.CMHW.P3","SH.XPD.CHEX.PP.CD","SH.STA.HYGN.ZS","SP.POP.65UP.TO.ZS","SP.URB.TOTL.IN.ZS","EN.POP.SLUM.UR.ZS","per_si_allsi.cov_pop_tot","iso3c","region","capital","longitude","latitude","income","lending"
"BF","Burkina Faso",2012,16571246,615.095970788297,58.374,59.8,NA,237000,0.0475,0.6312,NA,3.5,3.5,NA,NA,0.127,80.2913436889648,11.18434,2.45091907051326,25.767,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",2013,17072775,631.610260603211,58.937,57.5,NA,218000,NA,NA,NA,3.5,3.5,NA,NA,NA,101.40389251709,11.32067,2.43796193766863,26.346,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",2014,17586017,639.708095622635,59.45,55.4,NA,191000,NA,NA,NA,3,3.5,35.3,NA,NA,94.0559997558594,10.8922011674,2.42328143418384,26.934,65.8,2.18617357095934,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",2015,18110624,645.369860579085,59.919,53.6,NA,163000,NA,0.24,NA,3,3.5,NA,57.3,NA,99.3160552978516,11.2240372324311,2.40787396392306,27.53,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1973,5930483,270.182895737443,40.493,140.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92856416585293,6.1,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1974,6040041,287.264561673976,41.025,136.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96137062645767,6.222,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",2018,19751535,712.036087765552,61.174,49,NA,144000,NA,NA,NA,3,3.5,NA,NA,NA,NA,NA,2.40698082866355,29.358,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1961,4894580,245.198582661663,34.897,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39311646760294,4.796,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1975,6154545,290.373108648389,41.63,132.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98368116570762,6.347,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1976,6274037,309.153850689155,42.343,128.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.04645956024805,6.668,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1977,6398935,304.242226817525,43.166,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09646839669414,7.151,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1978,6530819,311.834178785847,44.081,120.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13435420580482,7.668,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1979,6671656,316.437746591525,45.06,117.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16093935298822,8.218,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1980,6822843,311.891569083801,46.049,114.4,NA,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.176901476408,8.805,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1981,6985160,317.607545255431,46.984,112.3,NA,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.22472212519112,9.428,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1982,7158255,339.56329188478,47.81,110.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.26448275452607,10.091,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1983,7340905,332.260179910774,48.486,108.7,NA,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.29546561357217,10.796,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1984,7531242,318.102431922458,48.992,106.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31675705016517,11.544,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1999,11282701,439.299726397477,50.168,92.3,NA,117000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.82962386400207,17.166,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1960,4829288,238.854562360996,34.432,155.6,NA,NA,0.011,NA,0.523758113384247,NA,NA,NA,NA,NA,NA,NA,2.33162735376312,4.7,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1992,9297113,353.668786014067,49.374,98.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21771930705801,14.33,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1989,8579823,352.677859553805,49.505,99.3,NA,NA,0.029,NA,0.306400001049042,NA,NA,NA,NA,NA,NA,NA,3.31195643546493,13.563,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1990,8811034,341.352617189917,49.454,98.8,NA,NA,NA,NA,0.2992999852,NA,NA,NA,NA,NA,NA,NA,3.28290641030326,13.815,78.8,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1991,9050084,362.478919951271,49.409,98.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25588138187447,14.07,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1996,10372745,389.965445880457,49.557,96.2,NA,131000,0.035,NA,1.4199999571,NA,NA,NA,NA,NA,NA,NA,3.00602203177655,15.407,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1993,9552476,356.128863354102,49.36,98.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.17029846502624,14.593,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1994,9816588,351.104458678869,49.38,98.1,NA,NA,NA,NA,NA,NA,NA,48.1,NA,NA,NA,NA,3.11466672534286,14.86,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1995,10089878,361.121421967347,49.445,97.3,NA,124000,0.034,NA,1.2999999523,NA,NA,NA,NA,NA,NA,NA,3.05209835044586,15.131,72.4,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1964,5098890,252.261831813637,36.331,149.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.51568478629663,5.095,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1997,10665546,403.216943616745,49.713,95,NA,138000,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95211328140163,15.875,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1998,10968724,420.723454429533,49.914,93.6,NA,160000,NA,NA,NA,NA,NA,49.9,NA,NA,NA,NA,2.89258805308621,16.51,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1972,5825173,273.83695464318,40.003,142.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88533919936798,5.98,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1968,5434041,276.974204233536,38.207,146.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.70827916094119,5.52,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1965,5174870,257.91507753529,36.815,148.8,NA,NA,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53731977808138,5.198,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1962,4960326,256.777174402718,35.369,152.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44411355221411,4.893,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1963,5027821,250.117852037582,35.847,151.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48483388728437,4.993,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1969,5528174,277.774091102006,38.652,145.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.74322045579607,5.632,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1966,5256363,255.28153124882,37.291,147.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.60535659352294,5.303,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1967,5343019,273.300218245601,37.754,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66242736550254,5.411,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1970,5624600,273.33151551225,39.095,145,NA,NA,0.01,NA,0.57150000333786,NA,NA,NA,NA,NA,NA,NA,2.76814351242755,5.746,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",1971,5723381,272.410460368818,39.542,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.83189254742957,5.861,NA,NA,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BG","Bulgaria",1960,7867374,NA,69.2475609756098,NA,NA,NA,1.405,NA,6.21367740631104,NA,NA,NA,NA,NA,NA,NA,7.57511755277685,37.1,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1972,8576200,NA,70.899512195122,25.7,NA,NA,1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1361721168349,54.419,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1973,8620967,NA,71.3421951219512,25.1,NA,NA,2.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3826965532228,55.471,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1971,8536395,NA,70.8736585365854,26.5,NA,NA,1.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.88166767943708,53.36,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1996,8362826,3828.24642187336,70.8973170731707,15.7,3006000,2795000,3.539,NA,10.470000267,NA,NA,NA,NA,NA,NA,NA,15.4857169044268,68.007,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1997,8312068,3809.68651346487,70.3512195121951,15.6,3059000,2980000,3.447,NA,10.279999733,NA,NA,NA,NA,NA,NA,NA,15.8392408790555,68.231,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1998,8256786,4078.68930627734,71.0609756097561,15.3,2592000,2667000,3.449,NA,8.4099998474,NA,NA,NA,NA,NA,NA,NA,16.1535181446286,68.454,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1961,7943118,NA,70.1956097560976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.70321923759789,38.782,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1962,8012946,NA,69.4919512195122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8531362758001,40.494,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1963,8078145,NA,70.3092682926829,32.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.02416057047206,42.23,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1964,8144340,NA,71.1212195121951,32.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2123769878594,43.987,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1965,8204168,NA,71.2939024390244,31.7,NA,NA,1.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4173974887958,45.755,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1966,8258057,NA,71.2234146341464,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.64201420348446,47.233,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1967,8310226,NA,70.4139024390244,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.87182914387844,48.499,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1968,8369603,NA,71.2251219512195,30.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.10873590314682,49.768,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1969,8434172,NA,70.43,28.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.35673254728262,51.034,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1970,8489574,NA,71.2563414634146,27.7,NA,NA,1.863,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6185612052164,52.3,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",2009,7444443,6709.52731467062,73.4121951219512,9.3,4993000,5739000,NA,NA,6.6,NA,NA,33.8,NA,NA,932.709838867188,NA,17.8583351631288,71.963,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",2010,7395599,6843.26694975885,73.5121951219512,9,3676000,6047000,3.7764,5.1698,6.5,NA,NA,35.7,2.3,NA,1057.44909667969,NA,18.0786741239875,72.302,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",2011,7348328,7019.17404574254,74.1634146341463,8.6,3803000,6328000,3.8585,5.186,6.4,NA,NA,34.3,NA,NA,1115.25964355469,NA,18.4120672480738,72.638,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1974,8678745,NA,71.2080487804878,24.6,NA,NA,2.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6248913690216,56.519,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1975,8720742,NA,71.049756097561,24.1,NA,NA,2.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8658435098815,57.562,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1976,8758599,NA,71.3948780487805,23.5,NA,NA,2.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1335041767184,58.526,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1977,8804183,NA,70.8160975609756,22.7,NA,NA,2.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4055663411007,59.428,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1978,8814032,NA,71.1846341463415,21.7,NA,NA,2.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.647213091579,60.326,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1979,8825940,NA,71.3082926829268,20.6,NA,NA,2.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8033804948063,61.216,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1980,8861535,3223.80899433698,71.1575609756098,19.6,NA,NA,2.46,NA,8.85060024261475,NA,NA,NA,NA,NA,NA,NA,11.8485501010216,62.1,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1981,8891117,3370.52919134631,71.5719512195122,18.8,NA,NA,2.484,NA,8.85900020599365,NA,NA,NA,NA,NA,NA,NA,11.7954510081533,62.603,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1982,8917457,3439.02825941883,71.1860975609756,18.1,NA,NA,2.588,NA,8.88669967651367,NA,NA,NA,NA,NA,NA,NA,11.6323041389668,63.104,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1983,8939738,3548.13214904218,71.3863414634146,17.3,NA,NA,2.688,NA,8.87679958343506,NA,NA,NA,NA,NA,NA,NA,11.4352749169815,63.603,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1984,8960679,3660.06888345894,71.499756097561,16.6,NA,NA,2.759,NA,8.96300029754639,NA,NA,NA,NA,NA,NA,NA,11.3130046804982,64.099,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1985,8960547,3758.34002719537,71.2280487804878,15.7,NA,NA,2.865,NA,9.11400032043457,NA,NA,NA,NA,NA,NA,NA,11.3282017291561,64.59,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1986,8958171,3917.51479507007,71.7307317073171,14.9,NA,NA,2.953,NA,9.45209980010986,NA,NA,NA,NA,NA,NA,NA,11.5836956513259,64.999,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1987,8971359,4148.59381224382,71.5268292682927,14.4,NA,NA,3.022,NA,9.56420040130615,NA,NA,NA,NA,NA,NA,NA,11.9395827669622,65.346,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1988,8981446,4597.47543157644,71.6043902439024,14.2,NA,NA,3.09,NA,9.56019973754883,NA,NA,NA,NA,NA,NA,NA,12.3542869227916,65.692,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1989,8876972,4498.55198005699,71.7224390243903,14.3,NA,NA,3.139,NA,9.70209980010986,NA,NA,NA,NA,NA,NA,NA,12.7673561116816,66.035,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1990,8718289,4162.81570433754,71.6414634146342,14.6,NA,NA,3.17,NA,9.7908000946,NA,NA,NA,NA,NA,NA,NA,13.1460331542603,66.377,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1991,8632367,3849.18630135359,71.5609756097561,15,NA,NA,2.979,NA,9.7681999207,NA,NA,NA,NA,NA,NA,NA,13.5794471973819,66.717,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1992,8540164,3607.79367407921,71.4943902439024,15.3,NA,NA,3.166,NA,10.2063999176,NA,NA,30.7,NA,NA,NA,NA,13.9834403230749,67.056,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",2004,7716860,5152.41400784508,72.5634146341463,11.8,3882000,4630000,NA,NA,6.1,NA,NA,NA,NA,NA,631.175354003906,NA,17.2720149905121,70.233,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",2005,7658972,5561.16384273605,72.5609756097561,11,4235000,4837000,NA,NA,6.4,NA,NA,NA,NA,NA,706.361328125,NA,17.3507687432304,70.584,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1993,8472313,3582.85611598934,71.3468292682927,15.4,NA,NA,3.359,NA,10.4941997528,NA,NA,NA,NA,NA,NA,NA,14.3671821416836,67.33,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1994,8443591,3660.40197671228,71.2087804878049,15.4,NA,NA,3.327,NA,10.196100235,NA,NA,NA,NA,NA,NA,NA,14.7402082355437,67.557,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1995,8406067,3781.90349197295,71.0534146341464,15.5,3524000,3466000,3.458,NA,10.3699998856,NA,NA,NA,NA,NA,NA,NA,15.1063190420975,67.782,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",2000,8170172,3955.27580157865,71.6634146341463,14.3,2337000,2785000,3.399,NA,7.4,NA,NA,NA,3.3,NA,373.487548828125,NA,16.5946628620284,68.899,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",2001,8009142,4186.92041902769,71.7682926829268,13.8,2730000,3186000,NA,NA,7.2,NA,NA,NA,NA,NA,469.332794189453,NA,16.8550001178962,69.166,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",2002,7837161,4532.8538693831,71.8658536585366,13.1,3188000,3433000,NA,NA,6.5,NA,NA,NA,NA,NA,549.139526367188,NA,17.0429731412941,69.524,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",1999,8210624,3756.75085295718,71.4121951219512,14.9,2376000,2472000,NA,NA,7.4899997711,NA,NA,NA,NA,NA,NA,NA,16.4093012047356,68.677,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",2016,7127822,7966.88200882858,74.8121951219512,6.5,5392000,8252000,NA,NA,NA,NA,NA,40.6,2.2,NA,1599.07958984375,NA,20.4293428662073,74.329,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",2017,7075947,8331.15227287203,74.8146341463415,6.2,6228000,8883000,NA,NA,NA,NA,NA,40.4,NA,NA,1689.68713378906,NA,20.7576011862959,74.669,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",2006,7601022,5988.77095056511,72.6121951219512,10.4,4180000,5158000,3.66,4.57,6.2,NA,NA,35.7,NA,NA,740.891967773438,NA,17.4807089806699,70.932,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",2003,7775327,4804.48436237995,72.0658536585366,12.5,3403000,4048000,3.562,NA,6.3,NA,NA,NA,NA,NA,603.002380371094,NA,17.1747362227446,69.879,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",2008,7492561,6914.39843478088,72.9634146341463,9.6,5727000,5780000,3.635,4.72,6.5,NA,NA,33.6,NA,NA,898.33935546875,NA,17.7039021478619,71.622,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",2012,7305888,7062.13497737665,74.3146341463415,8.2,3758000,6541000,3.9121,5.2858,6.6,NA,NA,36,NA,NA,1227.33410644531,NA,18.8141864681539,72.975,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",2013,7265115,7136.84597816382,74.8609756097561,7.7,3930000,6898000,3.9761,5.3684,6.8,NA,NA,36.6,NA,NA,1300.36694335938,NA,19.2492875257473,73.313,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",2007,7545338,6476.05420316886,72.6634146341463,9.9,4515000,5151000,3.665,4.68,6.4,NA,NA,36.1,NA,NA,785.621398925781,NA,17.5905067554726,71.278,NA,47.7153619117239,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",2015,7177991,7611.55087800877,74.6146341463415,6.9,4632000,7099000,NA,NA,NA,NA,NA,38.6,2.3,NA,1486.77465820313,NA,20.0188312329569,73.99,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",2014,7223938,7309.4151151672,74.4658536585366,7.3,4158000,7311000,3.9879,5.3029,NA,NA,NA,37.4,NA,NA,1485.73388671875,NA,19.661890741005,73.651,NA,NA,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
